cell,I,R,n_pred_rows,n_ic_dates,rank_ic_mean,rank_ic_std,icir,auc,brier,ls_mean,ls_std,ls_sharpe_ann_proxy,ls_maxdd,formation_step_days,return_definition,cost_bps_applied
i5_r5,5,5,56087,291,0.013721812147583105,0.08702986068430832,0.15766786295749155,0.5042046706301332,0.2561239020055146,0.0008922812582363009,0.03328070047133756,0.22907133276276248,-0.48483982612078513,5,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i5_r20,5,20,13854,72,0.03368771312298024,0.10154559803698504,0.3317496156821142,0.5321919296096018,0.2520220385257589,0.010634253037799534,0.06306645166141683,0.7203441401095969,-0.30277807807174983,20,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i5_r60,5,60,4430,23,0.026488490013307848,0.098404343850135,0.26918008877380983,0.5464268224730987,0.2561300896730391,-0.013673151726530133,0.14697907146433337,-0.22944782258342666,-0.5932454236021452,60,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i20_r5,20,5,56077,291,0.018348028891288715,0.09853443572735185,0.18620930597358204,0.5120695312097293,0.25753629589541704,0.0001341190456897526,0.04192250343254484,0.02733409350268132,-0.6129109020702854,5,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i20_r20,20,20,13852,72,-0.04949066067664776,0.10439551682884432,-0.47406883149769097,0.4498815798899631,0.24698581452063945,-0.026104694120432478,0.07359601818773619,-1.5152898881458106,-0.8720183240871188,20,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i20_r60,20,60,4430,23,0.0020835404902203635,0.1251742916282478,0.016645115088074328,0.5089739536662747,0.22841703786083298,0.008295239131146586,0.12587398835346497,0.1625412981828414,-0.42048982577158756,60,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i60_r5,60,5,55997,291,0.009210209308056772,0.09101866851132173,0.10119033225487277,0.506243502576688,0.2565491773145312,-0.00041232501756883485,0.03803876884903935,-0.09261357822534287,-0.6756388686610872,5,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i60_r20,60,20,13832,72,0.032339659598873825,0.09013189541454361,0.3588037225904774,0.5029858786071126,0.24365905454698322,0.02168354775033673,0.06806818440427774,1.3608730335034882,-0.31905088293869344,20,close_to_close_future_return_from_metadata_not_delayed_vwap,0
i60_r60,60,60,4424,23,-0.009202608686434677,0.09753144176292698,-0.09435530245522028,0.4933604796306115,0.22722691455712737,0.0015113187991573985,0.1307889373592709,0.028500723204826335,-0.352533535134972,60,close_to_close_future_return_from_metadata_not_delayed_vwap,0
